Date, Mean TemperatureF, Mean Humidity, Mean Wind SpeedMPH, Events
2015-2-25,6,7,1,0
2015-2-26,6,7,1,0
2015-2-27,6,10,1,0
2015-2-28,6,10,1,0
2015-3-1,6,8,1,0
2015-3-2,6,8,1,1
2015-3-3,6,8,1,0
2015-3-4,6,8,1,0
2015-3-5,6,7,1,0
2015-3-6,6,7,1,0
2015-3-7,6,7,1,0
2015-3-8,6,7,1,0
2015-3-9,7,9,1,0
2015-3-10,7,9,1,0
2015-3-11,6,10,1,1
2015-3-12,7,9,1,1
2015-3-13,7,9,1,0
2015-3-14,7,8,1,0
2015-3-15,7,6,1,0
2015-3-16,7,9,1,0
2015-3-17,7,8,1,0
2015-3-18,7,8,1,0
2015-3-19,7,6,1,0
2015-3-20,6,7,1,0
2015-3-21,7,8,1,0
2015-3-22,7,9,1,0
2015-3-23,6,9,1,0
2015-3-24,7,8,1,0
2015-3-25,7,7,1,0
2015-3-26,7,7,1,0
2015-3-27,7,7,1,0
2015-3-28,7,7,1,0
2015-3-29,7,6,1,0
2015-3-30,7,7,1,0
2015-3-31,7,7,1,0
2015-4-1,6,4,2,0
2015-4-2,7,3,3,0
2015-4-3,6,5,1,0
2015-4-4,6,6,1,0
2015-4-5,6,8,2,1
2015-4-6,6,8,1,0
2015-4-7,6,10,1,1
2015-4-8,6,10,1,0
2015-4-9,6,9,1,0
2015-4-10,6,8,1,0
2015-4-11,7,6,1,0
2015-4-12,7,6,1,0
2015-4-13,7,7,1,0
2015-4-14,6,5,2,0
2015-4-15,7,1,3,0
2015-4-16,7,1,2,0
2015-4-17,7,4,1,0
2015-4-18,7,5,1,0
2015-4-19,7,7,1,0
2015-4-20,7,9,1,0
2015-4-21,6,10,2,0
2015-4-22,7,8,1,0
2015-4-23,7,8,1,0
2015-4-24,7,7,2,1
2015-4-25,7,8,2,1
2015-4-26,7,7,1,0
2015-4-27,8,5,1,0
2015-4-28,7,7,1,0
2015-4-29,7,7,1,0
2015-4-30,8,5,1,0
2015-5-1,8,5,1,0
2015-5-2,7,6,1,0
2015-5-3,7,8,2,0
2015-5-4,7,9,2,0
2015-5-5,6,10,2,0
